account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,signup_cohort_m,signup_cohort_q,total_mrr,avg_mrr,max_mrr,sub_count,avg_tenure,any_upgrade,any_downgrade,pct_trial,ticket_count,avg_resolution_hrs,avg_satisfaction,escalation_count,avg_first_response_min,total_usage_events,total_usage_count,avg_duration_min,total_errors,features_used,beta_usage_pct,churn_int
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,0,0,2023-03,2023Q1,13646,1240.5454545454545,3781,11,267.8181818181818,1,0,0.2727272727272727,5.0,43.0,4.0,1.0,104.0,52,552,50.66891025641026,36,31,0.0961538461538461,0
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,0,1,2023-04,2023Q2,8721,1245.857142857143,4378,7,337.0,0,0,0.1428571428571428,4.0,43.0,3.6666666666666665,0.0,116.75,39,412,53.26752136752137,24,24,0.1025641025641025,1
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,0,0,2023-05,2023Q2,13096,1091.3333333333333,3969,12,202.25,1,0,0.1666666666666666,6.0,37.5,4.333333333333333,0.0,70.0,68,642,49.11151960784314,38,33,0.1029411764705882,0
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,0,1,2023-03,2023Q1,34136,2844.6666666666665,7960,12,229.08333333333331,1,0,0.0833333333333333,3.0,6.333333333333333,4.0,0.0,103.33333333333331,62,659,56.40107526881721,31,33,0.1935483870967742,1
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,0,0,2024-12,2024Q4,7451,827.8888888888889,2989,9,8.0,1,1,0.1111111111111111,5.0,44.8,5.0,0.0,71.6,42,429,47.272619047619045,17,25,0.119047619047619,0
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,0,0,2024-11,2024Q4,36420,2428.0,5970,15,31.8,1,1,0.1333333333333333,,,,,,74,768,56.203828828828826,32,33,0.0405405405405405,0
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,0,0,2023-08,2023Q3,45872,4587.2,12139,10,193.9,0,0,0.2,5.0,31.4,3.5,0.0,107.0,45,435,45.82888888888889,26,25,0.1333333333333333,0
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,0,0,2023-02,2023Q1,20604,2575.5,5174,8,315.0,1,0,0.0,5.0,33.2,4.5,0.0,139.6,33,336,58.624242424242425,20,22,0.0909090909090909,0
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,0,1,2023-05,2023Q2,17111,1555.5454545454545,6368,11,301.27272727272725,1,0,0.0,5.0,48.2,3.333333333333333,1.0,119.2,48,438,47.36770833333333,24,29,0.1041666666666666,1
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,1,1,2023-11,2023Q4,7503,937.875,3184,8,169.125,1,0,0.125,4.0,31.0,3.0,0.0,72.5,31,266,46.90806451612904,18,22,0.064516129032258,1
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,0,0,2024-07,2024Q3,18430,3071.6666666666665,7562,6,100.0,0,0,0.1666666666666666,3.0,28.33333333333333,3.6666666666666665,1.0,83.33333333333333,31,294,55.80913978494623,12,24,0.064516129032258,0
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,0,0,2023-09,2023Q3,24076,3009.5,16517,8,177.25,1,1,0.375,3.0,37.0,5.0,0.0,93.33333333333331,40,417,52.81041666666666,18,26,0.1,0
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,0,0,2024-05,2024Q2,24084,2676.0,17512,9,86.66666666666667,0,0,0.2222222222222222,5.0,45.0,4.0,0.0,75.4,57,599,50.42163742690058,39,25,0.1052631578947368,0
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,0,1,2023-10,2023Q4,13484,1498.2222222222222,6766,9,293.22222222222223,1,0,0.1111111111111111,6.0,30.33333333333333,4.6,1.0,88.5,56,527,39.283928571428575,25,32,0.125,1
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,0,0,2023-03,2023Q1,10659,1776.5,6567,6,333.6666666666667,0,1,0.0,4.0,23.25,,1.0,58.25,36,364,47.9837962962963,30,22,0.0555555555555555,0
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,0,1,2023-06,2023Q2,25034,2275.818181818182,8557,11,345.90909090909093,1,1,0.1818181818181818,5.0,21.2,4.25,0.0,90.4,62,611,50.76774193548387,34,32,0.1290322580645161,1
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,0,1,2024-07,2024Q3,8916,1273.7142857142858,4378,7,90.57142857142856,1,1,0.2857142857142857,3.0,29.0,4.0,0.0,81.33333333333333,41,411,47.44065040650406,41,24,0.048780487804878,1
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,0,0,2024-02,2024Q1,24274,2697.1111111111118,8557,9,170.55555555555554,1,0,0.2222222222222222,3.0,33.333333333333336,5.0,0.0,49.66666666666666,48,502,50.93993055555556,30,30,0.1458333333333333,0
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,0,0,2024-01,2024Q1,34392,2866.0,12537,12,160.0,0,1,0.0833333333333333,2.0,42.5,5.0,0.0,159.5,55,533,44.858787878787886,40,30,0.0545454545454545,0
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,0,0,2024-02,2024Q1,12548,1394.2222222222222,3184,9,143.22222222222223,1,0,0.2222222222222222,5.0,37.8,4.0,0.0,76.0,49,465,46.95340136054422,18,29,0.1428571428571428,0
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,0,1,2023-08,2023Q3,37312,4145.777777777777,12736,9,110.22222222222224,1,0,0.2222222222222222,3.0,36.333333333333336,3.0,0.0,62.333333333333336,48,499,47.30902777777778,28,29,0.1041666666666666,1
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,1,1,2023-01,2023Q1,16139,1152.7857142857142,7761,14,329.6428571428572,1,1,0.0,3.0,36.333333333333336,4.0,1.0,115.0,69,713,50.47753623188405,38,35,0.0579710144927536,1
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,0,1,2023-06,2023Q2,20683,2068.3,9154,10,318.6,0,1,0.1,3.0,15.333333333333334,4.333333333333333,0.0,42.333333333333336,57,587,51.35350877192983,29,30,0.0350877192982456,1
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,0,1,2023-01,2023Q1,29155,1943.6666666666667,8955,15,336.46666666666664,0,1,0.1333333333333333,3.0,28.0,4.0,1.0,93.0,91,922,47.03498168498169,47,36,0.1098901098901098,1
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,0,1,2024-10,2024Q4,18249,1824.9,6567,10,36.7,0,0,0.3,7.0,40.42857142857143,3.8,0.0,76.0,56,558,49.971428571428575,31,31,0.125,1
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,0,0,2023-02,2023Q1,16592,1508.3636363636365,5174,11,297.1818181818182,1,0,0.0909090909090909,1.0,72.0,,0.0,111.0,50,516,60.27433333333333,33,28,0.08,0
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,0,0,2023-12,2023Q4,19250,3208.333333333333,5174,6,263.5,1,0,0.0,4.0,32.5,4.0,1.0,103.75,19,176,42.20350877192983,13,16,0.1052631578947368,0
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,0,0,2024-03,2024Q1,14638,914.875,4776,16,78.375,1,0,0.125,2.0,42.0,3.0,0.0,108.0,84,789,47.87202380952381,42,37,0.1071428571428571,0
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,0,0,2024-07,2024Q3,83886,10485.75,18507,8,67.375,0,0,0.0,1.0,13.0,3.0,0.0,128.0,46,475,46.35,23,27,0.108695652173913,0
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,0,0,2024-10,2024Q4,5771,1923.6666666666667,5771,3,20.0,0,0,0.6666666666666666,6.0,26.166666666666668,3.6666666666666665,0.0,81.0,20,207,60.141666666666666,7,15,0.15,0
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,0,0,2023-09,2023Q3,7693,1282.1666666666667,1960,6,124.83333333333331,1,1,0.3333333333333333,4.0,31.25,4.0,0.0,60.5,29,300,50.79482758620689,12,24,0.2068965517241379,0
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,1,0,2023-09,2023Q3,42403,2826.866666666667,5572,15,176.13333333333333,0,0,0.0,5.0,36.2,5.0,0.0,116.2,85,830,50.67941176470588,54,37,0.1176470588235294,0
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,0,0,2023-08,2023Q3,15468,2209.714285714286,4975,7,235.42857142857144,0,0,0.1428571428571428,5.0,32.8,4.333333333333333,0.0,68.4,36,346,37.771759259259255,19,26,0.0555555555555555,0
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,0,1,2024-09,2024Q3,12015,2403.0,8955,5,50.6,0,1,0.4,6.0,32.5,3.6666666666666665,1.0,68.33333333333333,21,208,47.51111111111111,11,15,0.0476190476190476,1
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,1,0,2023-11,2023Q4,19006,1727.8181818181818,9353,11,173.0909090909091,1,0,0.5454545454545454,4.0,22.5,5.0,1.0,80.25,57,560,48.1125730994152,40,33,0.0526315789473684,0
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,0,0,2024-11,2024Q4,30385,5064.166666666667,11741,6,20.83333333333333,0,1,0.1666666666666666,7.0,33.0,4.2,0.0,78.0,17,167,42.59705882352941,16,13,0.0,0
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,0,0,2024-08,2024Q3,33122,2547.846153846154,8955,13,61.30769230769231,1,1,0.2307692307692307,3.0,45.333333333333336,4.5,0.0,102.66666666666669,62,650,48.21935483870968,37,34,0.0967741935483871,0
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,0,0,2024-09,2024Q3,12422,1242.2,4378,10,76.4,1,1,0.0,4.0,28.0,5.0,1.0,82.0,55,561,56.35878787878787,29,31,0.1636363636363636,0
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,0,1,2023-12,2023Q4,44077,2938.4666666666667,8955,15,174.8,0,1,0.1333333333333333,6.0,37.833333333333336,5.0,1.0,67.83333333333333,72,685,47.89189814814815,45,30,0.0972222222222222,1
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,1,0,2024-06,2024Q2,10963,913.5833333333334,2985,12,108.66666666666669,1,1,0.25,3.0,32.666666666666664,5.0,0.0,88.0,51,543,49.16045751633987,35,28,0.0784313725490196,0
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,0,0,2023-04,2023Q2,8353,928.1111111111112,3184,9,318.22222222222223,1,0,0.2222222222222222,2.0,10.0,3.0,0.0,107.0,55,562,48.74181818181818,30,28,0.0545454545454545,0
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,1,0,2023-06,2023Q2,11730,1066.3636363636365,6567,11,295.09090909090907,1,0,0.0909090909090909,2.0,68.5,3.0,1.0,86.5,64,697,55.98333333333333,40,31,0.03125,0
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,1,1,2023-10,2023Q4,14087,1565.2222222222222,6965,9,147.88888888888889,1,1,0.3333333333333333,6.0,41.0,4.333333333333333,0.0,86.5,46,434,48.89963768115942,28,28,0.0869565217391304,1
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,1,0,2024-04,2024Q2,30264,2522.0,11741,12,130.33333333333334,0,1,0.1666666666666666,5.0,39.2,4.0,0.0,61.4,57,544,49.137719298245614,25,33,0.1052631578947368,0
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,1,1,2023-11,2023Q4,7586,1517.2,4776,5,210.4,0,1,0.0,3.0,44.66666666666666,4.333333333333333,0.0,63.0,24,268,58.927083333333336,4,20,0.0416666666666666,1
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,0,0,2024-04,2024Q2,26230,3747.142857142857,17114,7,116.14285714285714,0,0,0.2857142857142857,1.0,47.0,4.0,0.0,48.0,20,203,64.53833333333333,10,16,0.05,0
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,0,0,2024-11,2024Q4,22423,2802.875,9751,8,26.875,1,1,0.125,5.0,24.2,4.2,0.0,88.8,42,421,49.12777777777778,11,24,0.1666666666666666,0
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,0,1,2023-07,2023Q3,16229,2318.428571428572,6766,7,215.8571428571429,0,0,0.2857142857142857,1.0,64.0,,0.0,136.0,32,300,46.98854166666666,15,23,0.09375,1
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,0,0,2023-10,2023Q4,22959,2869.875,5970,8,286.125,1,0,0.0,5.0,22.2,3.6666666666666665,1.0,94.0,32,312,56.172916666666666,14,25,0.15625,0
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,1,0,2023-01,2023Q1,30719,2559.9166666666665,9353,12,383.4166666666667,1,0,0.25,3.0,46.333333333333336,4.333333333333333,0.0,67.0,56,560,51.54255952380952,23,29,0.1785714285714285,0
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,0,1,2024-02,2024Q1,1796,299.3333333333333,1274,6,160.5,1,0,0.1666666666666666,3.0,18.33333333333333,,0.0,85.33333333333333,20,171,45.22583333333333,5,14,0.1,1
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,1,0,2024-05,2024Q2,18492,1849.2,12736,10,112.2,1,1,0.1,2.0,38.5,4.0,1.0,98.0,47,510,54.193617021276594,22,27,0.1489361702127659,0
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,0,0,2023-10,2023Q4,28379,2183.0,7562,13,213.07692307692307,1,1,0.2307692307692307,6.0,31.5,4.0,0.0,71.0,60,642,59.32055555555556,32,31,0.1333333333333333,0
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,0,0,2024-11,2024Q4,11197,746.4666666666667,2587,15,23.0,1,0,0.2,6.0,37.333333333333336,4.4,0.0,79.16666666666667,70,696,51.11452380952381,31,32,0.0857142857142857,0
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,0,1,2023-12,2023Q4,2104,701.3333333333334,1764,3,117.33333333333331,0,0,0.0,6.0,30.166666666666668,3.6666666666666665,0.0,86.16666666666667,20,210,53.060833333333335,15,15,0.05,1
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,1,0,2023-12,2023Q4,66010,7334.444444444444,13930,9,188.0,1,1,0.2222222222222222,4.0,37.25,3.0,1.0,88.25,51,507,53.16111111111111,28,33,0.1568627450980392,0
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,0,1,2023-05,2023Q2,37847,3153.9166666666665,13930,12,288.4166666666667,1,1,0.1666666666666666,1.0,17.0,4.0,1.0,132.0,59,604,60.07203389830509,43,32,0.0847457627118644,1
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,0,0,2023-07,2023Q3,23833,2166.6363636363635,7164,11,209.9090909090909,1,0,0.3636363636363636,7.0,31.714285714285715,3.6666666666666665,0.0,69.85714285714286,56,561,51.55982142857143,33,29,0.1071428571428571,0
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,0,0,2024-08,2024Q3,7513,683.0,1617,11,53.27272727272727,1,0,0.1818181818181818,2.0,41.0,3.5,0.0,72.0,66,654,52.34419191919192,46,32,0.0909090909090909,0
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,0,0,2023-10,2023Q4,6321,1053.5,1764,6,323.0,1,0,0.1666666666666666,5.0,36.0,,1.0,79.4,23,230,45.95507246376812,24,17,0.1739130434782608,0
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,0,0,2024-12,2024Q4,9669,879.0,2587,11,2.909090909090909,0,0,0.0909090909090909,7.0,38.0,4.5,0.0,83.42857142857143,47,440,43.16489361702128,43,25,0.1063829787234042,0
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,0,0,2024-07,2024Q3,44815,3734.5833333333335,9552,12,59.25,1,0,0.1666666666666666,4.0,37.5,3.75,0.0,116.5,50,481,56.70033333333334,31,29,0.08,0
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,0,0,2024-05,2024Q2,12569,1256.9,2786,10,97.2,0,0,0.2,2.0,41.0,4.5,0.0,152.0,49,446,47.9078231292517,27,27,0.0816326530612244,0
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,0,1,2024-04,2024Q2,27873,3097.0,16517,9,79.33333333333333,1,0,0.1111111111111111,2.0,50.0,,0.0,82.5,41,393,54.40975609756098,12,24,0.0975609756097561,1
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,0,0,2023-09,2023Q3,133298,8886.533333333333,14527,15,260.93333333333334,1,0,0.0666666666666666,4.0,43.25,4.5,0.0,92.5,86,869,48.6984496124031,54,34,0.0697674418604651,0
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,0,0,2024-05,2024Q2,40713,3131.769230769231,11940,13,108.46153846153848,1,0,0.1538461538461538,1.0,49.0,,0.0,77.0,62,620,52.36532258064516,41,29,0.064516129032258,0
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,0,0,2023-06,2023Q2,10575,1510.7142857142858,6169,7,297.42857142857144,0,0,0.2857142857142857,,,,,,38,347,41.31578947368421,31,28,0.0263157894736842,0
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,0,0,2023-05,2023Q2,36041,3604.1,12139,10,279.7,1,0,0.2,9.0,40.888888888888886,3.5,0.0,71.44444444444444,63,628,53.52619047619048,36,32,0.0952380952380952,0
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,0,0,2024-09,2024Q3,15161,1516.1,5373,10,50.5,1,1,0.0,8.0,30.75,3.0,0.0,73.375,54,519,48.70123456790124,30,30,0.1296296296296296,0
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,1,1,2024-03,2024Q1,51680,5168.0,7960,10,142.9,0,0,0.2,3.0,20.666666666666668,5.0,0.0,116.33333333333331,43,413,42.27868217054264,25,29,0.0697674418604651,1
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,0,0,2024-08,2024Q3,17289,1571.7272727272727,9154,11,66.72727272727273,0,1,0.2727272727272727,3.0,17.0,4.0,0.0,69.0,61,624,52.3636612021858,49,33,0.081967213114754,0
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,0,0,2024-10,2024Q4,23905,2390.5,10945,10,32.3,1,1,0.0,5.0,40.0,3.2,0.0,75.6,50,518,50.742666666666665,36,28,0.14,0
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,0,0,2023-09,2023Q3,69230,5769.166666666667,13930,12,208.0,0,0,0.0833333333333333,5.0,49.2,5.0,0.0,84.0,59,600,57.09039548022599,42,31,0.0847457627118644,0
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,0,0,2024-02,2024Q1,14708,2451.333333333333,5572,6,151.0,0,0,0.1666666666666666,4.0,34.0,5.0,0.0,98.5,20,215,66.3375,18,16,0.1,0
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,0,0,2023-02,2023Q1,21237,1930.636363636364,8159,11,275.72727272727275,1,1,0.1818181818181818,6.0,47.833333333333336,4.25,1.0,87.5,55,530,40.92757575757576,37,30,0.0909090909090909,0
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,0,0,2024-04,2024Q2,54605,7800.714285714285,32437,7,106.42857142857144,1,0,0.2857142857142857,4.0,37.5,3.0,0.0,105.5,29,271,47.09425287356322,25,16,0.1379310344827586,0
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,0,0,2024-08,2024Q3,50817,3387.8,11542,15,42.73333333333333,0,1,0.2,2.0,70.5,,0.0,106.5,62,629,42.63091397849463,24,30,0.0806451612903225,0
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,0,1,2024-10,2024Q4,6449,921.2857142857144,2401,7,32.285714285714285,0,0,0.1428571428571428,1.0,56.0,,0.0,12.0,43,446,50.46317829457364,19,27,0.1860465116279069,1
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,0,0,2023-03,2023Q1,43859,3654.9166666666665,12139,12,325.25,0,0,0.0833333333333333,5.0,27.6,4.333333333333333,0.0,126.0,49,453,42.33265306122449,29,32,0.0612244897959183,0
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,0,0,2024-08,2024Q3,2332,583.0,1078,4,52.75,0,0,0.0,1.0,2.0,3.0,0.0,2.0,16,171,46.73333333333333,17,14,0.1875,0
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,0,0,2023-11,2023Q4,1989,284.1428571428572,784,7,170.71428571428572,0,0,0.1428571428571428,5.0,50.4,3.75,0.0,105.2,33,357,63.006565656565655,18,21,0.2121212121212121,0
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,0,0,2024-05,2024Q2,19790,2827.1428571428573,10945,7,109.71428571428572,1,0,0.1428571428571428,3.0,42.0,5.0,0.0,81.0,42,432,56.66150793650794,26,27,0.0476190476190476,0
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,0,0,2023-11,2023Q4,34589,2161.8125,10348,16,173.0625,1,1,0.125,4.0,41.0,4.0,0.0,72.5,72,749,51.53009259259259,48,33,0.0694444444444444,0
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,1,1,2024-11,2024Q4,9027,1128.375,3582,8,16.875,1,0,0.125,9.0,28.444444444444443,4.5,0.0,66.11111111111111,44,478,57.04583333333334,16,27,0.1590909090909091,1
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,0,0,2023-10,2023Q4,8540,1423.3333333333333,5572,6,81.5,1,0,0.1666666666666666,4.0,26.0,3.0,0.0,98.25,26,285,58.83076923076923,15,19,0.0384615384615384,0
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,1,1,2024-06,2024Q2,10362,942.0,5174,11,96.9090909090909,1,0,0.2727272727272727,2.0,29.0,5.0,0.0,52.5,61,606,48.95273224043716,31,31,0.081967213114754,1
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,0,0,2024-03,2024Q1,18746,1339.0,4508,14,147.92857142857142,1,1,0.0714285714285714,6.0,16.0,4.0,1.0,88.0,75,782,53.262,43,35,0.08,0
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,0,0,2024-02,2024Q1,16577,1507.0,6766,11,140.72727272727272,0,1,0.0,5.0,29.2,3.75,1.0,103.8,61,623,46.03114754098361,55,29,0.1475409836065573,0
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,0,0,2023-12,2023Q4,25079,1791.357142857143,12338,14,174.07142857142858,1,1,0.2142857142857142,6.0,29.666666666666668,4.25,0.0,129.83333333333334,54,599,56.2570987654321,19,27,0.1296296296296296,0
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,0,0,2024-02,2024Q1,28120,3124.4444444444443,6169,9,216.0,1,0,0.0,5.0,33.4,4.0,1.0,80.6,46,441,48.36847826086956,35,29,0.0434782608695652,0
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,0,0,2023-09,2023Q3,17831,1114.4375,3184,16,203.4375,1,1,0.1875,6.0,34.666666666666664,3.0,2.0,125.33333333333331,83,806,52.2632530120482,43,37,0.0963855421686747,0
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,0,0,2023-01,2023Q1,28081,2808.1,11542,10,381.2,1,1,0.0,5.0,26.6,4.0,0.0,91.6,44,393,42.05984848484848,20,28,0.1363636363636363,0
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,0,0,2024-06,2024Q2,15072,1507.2,4557,10,67.7,0,0,0.0,5.0,28.6,4.0,0.0,99.0,44,410,48.3064393939394,45,29,0.0227272727272727,0
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,1,1,2024-03,2024Q1,30550,1797.0588235294117,7363,17,154.05882352941177,1,1,0.1764705882352941,2.0,37.5,5.0,0.0,120.0,87,871,50.174521072796935,55,36,0.1034482758620689,1
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,0,1,2023-10,2023Q4,13343,2223.833333333333,7960,6,180.83333333333331,0,0,0.1666666666666666,3.0,32.333333333333336,4.333333333333333,1.0,94.33333333333331,22,205,43.59015151515152,14,17,0.0909090909090909,1
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,0,0,2023-01,2023Q1,27661,3951.571428571429,6169,7,268.57142857142856,1,0,0.1428571428571428,7.0,36.57142857142857,3.4,0.0,106.57142857142856,37,362,46.11801801801802,23,26,0.1351351351351351,0
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,0,0,2024-07,2024Q3,61935,4764.2307692307695,10547,13,82.23076923076923,1,1,0.1538461538461538,3.0,37.0,3.0,0.0,47.333333333333336,77,765,49.9478354978355,41,34,0.0909090909090909,0
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,0,1,2023-04,2023Q2,9514,1189.25,2842,8,275.25,1,1,0.0,2.0,59.0,3.0,0.0,66.0,43,445,55.94767441860465,27,29,0.1162790697674418,1
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,0,1,2023-10,2023Q4,17040,1420.0,5970,12,179.41666666666666,1,1,0.25,4.0,40.25,3.5,0.0,74.0,55,528,51.48727272727273,33,28,0.1454545454545454,1
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,1,0,2024-04,2024Q2,8889,2222.25,6766,4,125.0,0,1,0.0,2.0,56.5,,0.0,137.5,15,158,53.9,3,14,0.0666666666666666,0
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,0,0,2023-07,2023Q3,32270,2689.1666666666665,24079,12,284.25,1,0,0.1666666666666666,5.0,20.2,4.0,0.0,119.8,65,624,51.98871794871796,40,30,0.0923076923076923,0
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,1,0,2023-10,2023Q4,60970,4064.6666666666665,19303,15,215.26666666666668,0,1,0.2,2.0,56.5,4.0,0.0,98.5,65,625,48.59641025641026,35,33,0.0769230769230769,0
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,1,0,2023-01,2023Q1,6460,587.2727272727273,1083,11,378.8181818181818,1,0,0.1818181818181818,3.0,54.333333333333336,,0.0,149.33333333333334,70,687,53.65857142857143,33,31,0.1142857142857142,0
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,1,0,2024-11,2024Q4,52204,4350.333333333333,9950,12,25.25,1,0,0.0,3.0,42.0,4.666666666666667,0.0,58.66666666666666,51,507,51.4859477124183,34,28,0.0784313725490196,0
